Date,District,Time,CO,FSP,NO2,NOX,O3,RSP,SO2,AQHI,lat,lon
2020/1/2,Tuen Mun,9,53,19,43,61,3,3,4,3,22.397612,113.961793
2020/1/2,Tuen Mun,24,83,43,78,13,5,80,6,4,22.397612,113.961793
2020/1/3,Tuen Mun,9,92,3,76,2,6,51,8,3,22.397612,113.961793
2020/1/3,Tuen Mun,24,101,42,115,2,5,62,10,5,22.397612,113.961793
2020/1/4,Tuen Mun,9,99,3,81,2,6,59,9,3,22.397612,113.961793
2020/1/4,Tuen Mun,24,57,2,48,52,59,3,4,4,22.397612,113.961793
2020/1/5,Tuen Mun,9,48,18,2,3,66,2,4,4,22.397612,113.961793
2020/1/5,Tuen Mun,24,45,18,18,19,84,2,4,4,22.397612,113.961793
2020/1/6,Tuen Mun,9,55,18,52,66,48,3,4,4,22.397612,113.961793
2020/1/6,Tuen Mun,24,53,2,2,2,82,3,4,4,22.397612,113.961793
2020/1/7,Tuen Mun,9,85,2,82,196,9,50,7,3,22.397612,113.961793
2020/1/7,Tuen Mun,24,81,19,78,151,4,3,6,3,22.397612,113.961793
2020/1/8,Tuen Mun,9,68,3,56,85,19,58,8,3,22.397612,113.961793
2020/1/8,Tuen Mun,24,56,18,44,47,79,3,5,4,22.397612,113.961793
2020/1/9,Tuen Mun,9,81,17,41,47,76,41,4,4,22.397612,113.961793
2020/1/9,Tuen Mun,24,75,2,2,2,86,40,4,4,22.397612,113.961793
2020/1/10,Tuen Mun,9,84,2,73,91,3,3,5,4,22.397612,113.961793
2020/1/10,Tuen Mun,24,87,3,92,113,16,42,6,4,22.397612,113.961793
2020/1/11,Tuen Mun,9,91,3,81,166,10,40,6,3,22.397612,113.961793
2020/1/11,Tuen Mun,24,115,57,53,70,7,112,9,4,22.397612,113.961793
2020/1/12,Tuen Mun,9,101,18,3,63,15,40,7,2,22.397612,113.961793
2020/1/12,Tuen Mun,24,94,2,2,2,82,42,6,4,22.397612,113.961793
2020/1/13,Tuen Mun,9,109,2,59,115,10,41,7,3,22.397612,113.961793
2020/1/13,Tuen Mun,24,89,2,59,63,46,3,4,4,22.397612,113.961793
2020/1/14,Tuen Mun,9,83,3,65,83,46,46,5,4,22.397612,113.961793
2020/1/14,Tuen Mun,24,65,2,2,2,108,48,5,5,22.397612,113.961793
2020/1/15,Tuen Mun,9,70,2,78,117,2,48,5,4,22.397612,113.961793
2020/1/15,Tuen Mun,24,75,3,2,2,83,58,4,4,22.397612,113.961793
2020/1/16,Tuen Mun,9,77,2,61,83,3,3,5,4,22.397612,113.961793
2020/1/16,Tuen Mun,24,94,3,96,148,5,55,7,4,22.397612,113.961793
2020/1/17,Tuen Mun,9,101,2,3,57,19,49,5,3,22.397612,113.961793
2020/1/17,Tuen Mun,24,96,19,3,3,51,3,5,3,22.397612,113.961793
2020/1/18,Tuen Mun,9,102,17,47,79,14,2,6,2,22.397612,113.961793
2020/1/18,Tuen Mun,24,79,17,3,3,56,2,4,3,22.397612,113.961793
2020/1/19,Tuen Mun,9,94,2,3,48,2,44,6,3,22.397612,113.961793
2020/1/19,Tuen Mun,24,101,3,40,43,18,52,5,3,22.397612,113.961793
2020/1/20,Tuen Mun,9,94,2,44,83,11,2,6,2,22.397612,113.961793
2020/1/20,Tuen Mun,24,106,42,87,118,6,54,7,4,22.397612,113.961793
2020/1/21,Tuen Mun,9,90,3,45,54,56,3,4,3,22.397612,113.961793
2020/1/21,Tuen Mun,24,77,3,3,3,86,41,4,4,22.397612,113.961793
2020/1/22,Tuen Mun,9,91,46,82,117,2,65,5,4,22.397612,113.961793
2020/1/22,Tuen Mun,24,100,2,97,193,5,41,9,4,22.397612,113.961793
2020/1/23,Tuen Mun,9,102,3,66,144,9,43,6,3,22.397612,113.961793
2020/1/23,Tuen Mun,24,76,19,80,102,7,2,7,3,22.397612,113.961793
2020/1/24,Tuen Mun,9,83,19,59,104,11,2,5,3,22.397612,113.961793
2020/1/24,Tuen Mun,24,76,18,19,2,57,2,4,3,22.397612,113.961793
2020/1/25,Tuen Mun,9,59,13,15,18,63,15,4,3,22.397612,113.961793
2020/1/25,Tuen Mun,24,97,40,14,17,2,47,4,2,22.397612,113.961793
2020/1/26,Tuen Mun,9,90,7,2,3,16,5,4,1,22.397612,113.961793
2020/1/26,Tuen Mun,24,73,12,14,17,3,9,5,2,22.397612,113.961793
2020/1/27,Tuen Mun,9,81,9,2,2,3,8,4,2,22.397612,113.961793
2020/1/27,Tuen Mun,24,61,11,14,18,45,9,4,2,22.397612,113.961793
2020/1/28,Tuen Mun,9,60,9,2,3,3,9,3,2,22.397612,113.961793
2020/1/28,Tuen Mun,24,64,17,12,15,62,16,4,3,22.397612,113.961793
2020/1/29,Tuen Mun,9,70,19,2,3,53,2,4,3,22.397612,113.961793
2020/1/29,Tuen Mun,24,67,2,41,46,42,3,5,3,22.397612,113.961793
2020/1/30,Tuen Mun,9,61,3,3,43,63,41,5,4,22.397612,113.961793
2020/1/30,Tuen Mun,24,66,3,62,74,3,3,5,4,22.397612,113.961793
2020/1/31,Tuen Mun,9,73,74,62,84,3,89,7,4,22.397612,113.961793
2020/1/31,Tuen Mun,24,100,3,92,141,8,44,6,4,22.397612,113.961793
2020/1/1,Yuen Long,9,68,18,3,40,3,40,4,3,22.446921,114.02657
2020/1/1,Yuen Long,24,56,15,3,40,66,3,4,4,22.446921,114.02657
2020/1/2,Yuen Long,9,48,13,45,51,45,3,4,3,22.446921,114.02657
2020/1/2,Yuen Long,24,85,2,72,144,1,70,5,4,22.446921,114.02657
2020/1/3,Yuen Long,9,103,2,81,3,3,59,5,3,22.446921,114.02657
2020/1/3,Yuen Long,24,98,2,111,2,1,58,5,4,22.446921,114.02657
2020/1/4,Yuen Long,9,105,2,80,3,2,48,5,3,22.446921,114.02657
2020/1/4,Yuen Long,24,74,19,87,13,11,43,5,4,22.446921,114.02657
2020/1/5,Yuen Long,9,42,11,2,3,62,2,4,3,22.446921,114.02657
2020/1/5,Yuen Long,24,44,10,2,2,81,2,4,4,22.446921,114.02657
2020/1/6,Yuen Long,9,52,11,45,53,57,2,4,4,22.446921,114.02657
2020/1/6,Yuen Long,24,69,16,56,67,42,2,4,3,22.446921,114.02657
2020/1/7,Yuen Long,9,97,2,78,2,6,44,5,3,22.446921,114.02657
2020/1/7,Yuen Long,24,90,7,70,13,2,3,4,3,22.446921,114.02657
2020/1/8,Yuen Long,9,75,40,56,85,17,46,7,3,22.446921,114.02657
2020/1/8,Yuen Long,24,76,15,76,98,3,3,5,4,22.446921,114.02657
2020/1/9,Yuen Long,9,90,17,49,56,68,42,4,4,22.446921,114.02657
2020/1/9,Yuen Long,24,102,2,68,81,49,3,3,4,22.446921,114.02657
2020/1/10,Yuen Long,9,97,3,70,94,45,3,4,4,22.446921,114.02657
2020/1/10,Yuen Long,24,91,NaN,63,82,41,3,5,4,22.446921,114.02657
2020/1/11,Yuen Long,9,98,2,76,2,11,45,5,3,22.446921,114.02657
2020/1/11,Yuen Long,24,13,47,53,79,5,82,9,4,22.446921,114.02657
2020/1/12,Yuen Long,9,109,10,41,57,19,2,5,2,22.446921,114.02657
2020/1/12,Yuen Long,24,111,2,51,56,42,3,6,4,22.446921,114.02657
2020/1/13,Yuen Long,9,106,17,52,82,9,3,6,3,22.446921,114.02657
2020/1/13,Yuen Long,24,107,17,78,102,2,2,4,4,22.446921,114.02657
2020/1/14,Yuen Long,9,101,2,74,114,3,3,5,4,22.446921,114.02657
2020/1/14,Yuen Long,24,98,2,91,12,3,47,5,4,22.446921,114.02657
2020/1/15,Yuen Long,9,74,2,49,64,55,40,4,4,22.446921,114.02657
2020/1/15,Yuen Long,24,94,3,3,3,72,46,3,4,22.446921,114.02657
2020/1/16,Yuen Long,9,96,3,57,87,3,3,2,3,22.446921,114.02657
2020/1/16,Yuen Long,24,94,3,68,82,2,3,4,3,22.446921,114.02657
2020/1/17,Yuen Long,9,119,5,3,59,15,2,4,2,22.446921,114.02657
2020/1/17,Yuen Long,24,110,11,3,41,43,19,6,3,22.446921,114.02657
2020/1/18,Yuen Long,9,111,19,43,66,14,2,4,2,22.446921,114.02657
2020/1/18,Yuen Long,24,104,2,56,79,3,2,4,3,22.446921,114.02657
2020/1/19,Yuen Long,9,108,2,3,44,2,45,5,3,22.446921,114.02657
2020/1/19,Yuen Long,24,112,3,3,45,2,2,5,2,22.446921,114.02657
2020/1/20,Yuen Long,9,106,19,40,69,9,2,5,2,22.446921,114.02657
2020/1/20,Yuen Long,24,13,3,87,184,1,3,4,3,22.446921,114.02657
2020/1/21,Yuen Long,9,12,3,76,13,2,3,4,3,22.446921,114.02657
2020/1/21,Yuen Long,24,100,3,3,43,77,3,3,4,22.446921,114.02657
2020/1/22,Yuen Long,9,100,45,62,76,3,47,4,4,22.446921,114.02657
2020/1/22,Yuen Long,24,96,2,83,13,9,3,4,3,22.446921,114.02657
2020/1/23,Yuen Long,9,86,NaN,58,12,17,2,4,3,22.446921,114.02657
2020/1/23,Yuen Long,24,71,2,52,70,16,18,3,3,22.446921,114.02657
2020/1/24,Yuen Long,9,96,2,58,2,1,2,5,2,22.446921,114.02657
2020/1/24,Yuen Long,24,69,2,2,2,57,2,3,3,22.446921,114.02657
2020/1/25,Yuen Long,9,56,7,2,2,58,19,3,3,22.446921,114.02657
2020/1/25,Yuen Long,24,95,44,17,2,14,NaN,4,2,22.446921,114.02657
2020/1/26,Yuen Long,9,85,1,18,3,12,7,3,1,22.446921,114.02657
2020/1/26,Yuen Long,24,71,7,17,2,2,12,7,2,22.446921,114.02657
2020/1/27,Yuen Long,9,69,3,15,2,3,8,5,2,22.446921,114.02657
2020/1/27,Yuen Long,24,54,7,17,2,3,9,5,2,22.446921,114.02657
2020/1/28,Yuen Long,9,47,6,2,3,3,11,5,2,22.446921,114.02657
2020/1/28,Yuen Long,24,60,14,19,2,48,16,5,3,22.446921,114.02657
2020/1/29,Yuen Long,9,59,15,2,3,49,2,5,3,22.446921,114.02657
2020/1/29,Yuen Long,24,56,17,3,3,46,2,5,3,22.446921,114.02657
2020/1/30,Yuen Long,9,48,2,2,3,63,3,6,3,22.446921,114.02657
2020/1/30,Yuen Long,24,61,NaN,57,77,3,2,6,3,22.446921,114.02657
2020/1/31,Yuen Long,9,48,3,3,50,52,3,6,3,22.446921,114.02657
2020/1/31,Yuen Long,24,84,NaN,73,116,17,3,6,4,22.446921,114.02657
